date,amount,description,transaction_type,source,category
2025-09-09,-30.53,STEAM PURCHASE            SEATTLE,expense,ANZ,Entertainment
2025-09-09,-21.72,SUBI FISH N CHIPS         SUBIACO,expense,ANZ,Dining Out
2025-09-09,-102.0,SP PRECISION FUEL HYDR    ARUNDEL,expense,ANZ,Transport
2025-09-10,-48.11,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-09-11,2482.79,SALARY ATO PAYROLL,income,Bankwest,Income
2025-09-12,-16.81,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ,Dining Out
2025-09-12,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-09-15,1700.0,PAYMENT - THANKYOU,income,ANZ,Income
2025-09-15,-18.35,MCDONALDS JOLIMONT        JOLIMONT,expense,ANZ,Dining Out
2025-09-15,-42.4,READING CINEMAS           SOUTH MELBOUR,expense,ANZ,Entertainment
2025-09-15,-63.01,WOOLWORTHS/CAROUSEL S/C 1 CANNINGTON,expense,ANZ,Groceries
2025-09-15,-46.74,PETRA CAFE                VICTORIA PARK,expense,ANZ,Dining Out
2025-09-15,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ,Insurance
2025-09-15,-34.97,WOOLWORTHS/335 HIGH RD CN RIVERTON,expense,ANZ,Groceries
2025-09-15,-62.36,REDDY EXPRESS 6913        PERTH WEST,expense,ANZ,Transport
2025-09-15,-300.0,RENT,expense,Bankwest,Housing
2025-09-15,-1700.0,IB BPAY 962113318 TO ANZ CARDS 4564680414360148 AT 11:41PM 14SEP,expense,Bankwest,Transfer
2025-09-16,-81.28,SQ *TRAIN TO POCHA        1800595310,expense,ANZ,Uncategorized
2025-09-16,-50.0,TO PHONE L TSHOMO 03:25PM 16SEP,expense,Bankwest,Dining Out
2025-09-17,-280.0,2026 SYDNEY MARATHON      SYDNEY,expense,ANZ,Uncategorized
2025-09-17,-19.5,READING CINEMAS           BELMONT,expense,ANZ,Entertainment
2025-09-18,-8.6,WOOLWORTHS/SUBIACO SQR S/ SUBIACO,expense,ANZ,Groceries
2025-09-18,-54.0,IKEA PERTH                INNALOO,expense,ANZ,Uncategorized
2025-09-18,-2.5,IKEA PERTH                INNALOO,expense,ANZ,Uncategorized
2025-09-19,-27.5,TO PHONE CHAMIKA KARIYAWAS 01:20PM 19SEP,expense,Bankwest,Dining Out
2025-09-19,-52.53,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ,Dining Out
2025-09-22,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-09-22,-17.7,SQ *TOTALLY RENDANG       WEST PERTH,expense,ANZ,Uncategorized
2025-09-22,-14.18,JUANITA'S BAR             SUBIACO,expense,ANZ,Uncategorized
2025-09-22,-1.49,APPLE.COM/BILL            SYDNEY,expense,ANZ,Utilities
2025-09-22,-5.5,SQ *PARKSIDE COFFEE       PERTH,expense,ANZ,Dining Out
2025-09-22,-300.0,RENT,expense,Bankwest,Housing
2025-09-23,-58.25,SQ *PHO NGUYEN VIC PARK W EAST VICTORIA,expense,ANZ,Dining Out
2025-09-24,-23.1,MCDONALDS JOLIMONT        JOLIMONT,expense,ANZ,Dining Out
2025-09-24,-67.63,AMPOL SUBIACO             SUBIACO,expense,ANZ,Transport
2025-09-24,-40.8,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-09-25,2502.79,SALARY ATO PAYROLL,income,Bankwest,Income
2025-09-26,-59.39,TS/AYAM PENYET RIA - V    VICTORIA,expense,ANZ,Dining Out
2025-09-26,-5.9,TS/AYAM PENYET RIA - V    VICTORIA,expense,ANZ,Dining Out
2025-09-26,-19.0,SQ *PIETRO GELATERIA      EAST VICTORIA,expense,ANZ,Uncategorized
2025-09-26,-6.8,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ,Dining Out
2025-09-29,-1786.0,IB BPAY 965255425 TO TAX OFFICE PAYMENTS 551003967369624321 AT 6:39PM 27SEP,expense,Bankwest,Transfer
2025-09-29,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ,Insurance
2025-09-29,-5.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-09-29,-21.9,LS ALFA OMEGA PTY LTD     WEST PERTH,expense,ANZ,Uncategorized
2025-09-29,-20.89,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ,Dining Out
2025-09-29,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-09-29,-87.67,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-09-29,-300.0,RENT,expense,Bankwest,Housing
2025-09-30,-15.99,SPOTIFY                   SYDNEY,expense,ANZ,Entertainment
2025-10-01,-36.74,1982 FOOD AND COFFEE      SUBIACO,expense,ANZ,Dining Out
2025-10-01,-30.82,TS/AYAM PENYET RIA - V    VICTORIA,expense,ANZ,Dining Out
2025-10-02,-50.81,HAO SZECHUAN/1514 ALBANY  BECKENHAM,expense,ANZ,Uncategorized
2025-10-02,-6.8,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ,Dining Out
2025-10-02,-2.03,HAO SZECHUAN/1514 ALBANY  BECKENHAM,expense,ANZ,Uncategorized
2025-10-06,-300.0,RENT,expense,Bankwest,Housing
2025-10-06,-8.62,THE TRUSTEE FOR BENOZ     NORTHBRIDGE,expense,ANZ,Uncategorized
2025-10-06,-50.95,TS/AYAM PENYET RIA - V    VICTORIA,expense,ANZ,Dining Out
2025-10-06,-18.62,TIEN TIEN YOGURT PL       EAST VICTORIA,expense,ANZ,Uncategorized
2025-10-06,-74.99,IINET LTD N               SYDNEY,expense,ANZ,Utilities
2025-10-06,-95.5,SQ *HOUSE OF PHO          MOUNT LAWLEY,expense,ANZ,Dining Out
2025-10-06,-17.74,FRESH PROVISIONS MT LA    MOUNT LAWLEY,expense,ANZ,Uncategorized
2025-10-06,-27.3,SQ *LOUDER LOUDER         NORTHBRIDGE,expense,ANZ,Uncategorized
2025-10-06,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-10-07,-700.0,TO PHONE KOK ENG TAN 11:53AM 07OCT,expense,Bankwest,Dining Out
2025-10-07,-28.32,SQ *KUAFOOD PERTH         EAST VICTORIA,expense,ANZ,Uncategorized
2025-10-07,-10.64,T4 VICTORIA PARK          EAST VICTORIA,expense,ANZ,Uncategorized
2025-10-07,-68.9,REDDY EXPRESS 6913        PERTH WEST,expense,ANZ,Transport
2025-10-07,-50.0,TO PHONE L TSHOMO 06:46PM 07OCT,expense,Bankwest,Dining Out
2025-10-08,-33.0,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-10-09,-23.35,CHICKEN RICE CORNER VI    EAST VICTORIA,expense,ANZ,Uncategorized
2025-10-09,2502.79,SALARY ATO PAYROLL,income,Bankwest,Income
2025-10-10,-110.0,TO PHONE L TSHOMO 08:41PM 09OCT,expense,Bankwest,Dining Out
2025-10-10,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-10-10,-15.79,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ,Dining Out
2025-10-13,-50.0,EDWARDOROKEBYFLORIST      SUBIACO,expense,ANZ,Uncategorized
2025-10-13,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ,Insurance
2025-10-13,-80.22,LS DE BHATTI RESTAURAN    MOUNT LAWLEY,expense,ANZ,Uncategorized
2025-10-13,-40.19,BACETTO PIZZA             BENTLEY,expense,ANZ,Dining Out
2025-10-13,2000.0,PAYMENT - THANKYOU,income,ANZ,Income
2025-10-13,-24.9,UNIQLO PERTH              PERTH,expense,ANZ,Uncategorized
2025-10-13,-2000.0,IB BPAY 968605509 TO ANZ CARDS 4564680414360148 AT 5:13PM 11OCT,expense,Bankwest,Transfer
2025-10-13,80.0,LEINGDRON TSHOMO TO PHONE 06:48AM 11OCT DE BHATTI,income,Bankwest,Income
2025-10-13,-62.59,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ,Dining Out
2025-10-13,-300.0,RENT,expense,Bankwest,Housing
2025-10-14,-8.02,CHAFFIC FORREST CHASE     PERTH,expense,ANZ,Uncategorized
2025-10-14,-7.4,BENTLEY IGA               BENTLEY,expense,ANZ,Groceries
2025-10-14,-16.81,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ,Dining Out
2025-10-15,-164.4,PREGO CAFE RESTAURAN      FLOREAT,expense,ANZ,Dining Out
2025-10-15,-29.9,MCDONALDS JOLIMONT        JOLIMONT,expense,ANZ,Dining Out
2025-10-16,-21.99,DOMINOS ESTORE WEST PERTH DOMINOS.COM.A,expense,ANZ,Uncategorized
2025-10-17,100.0,LEINGDRON TSHOMO TO PHONE 08:18AM 17OCT 7 MONTHS,income,Bankwest,Income
2025-10-17,-100.02,TO PHONE L TSHOMO 08:19AM 17OCT,expense,Bankwest,Dining Out
2025-10-17,-41.9,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-10-20,-30.0,LET'S EAT                 WEST PERTH,expense,ANZ,Uncategorized
2025-10-20,-300.0,RENT,expense,Bankwest,Housing
2025-10-20,-62.12,WWW.CHERRY* CHERRY AND    WEST PERTH,expense,ANZ,Uncategorized
2025-10-20,-3.68,EASYPARK                  PRAHRAN,expense,ANZ,Transport
2025-10-20,-89.06,PHO THANH DAT PTY LTD     NORTHBRIDGE,expense,ANZ,Dining Out
2025-10-21,-102.28,UBER *EATS HELP.UBER.COM  SYDNEY,expense,ANZ,Transport
2025-10-22,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-10-22,-1.49,APPLE.COM/BILL            SYDNEY,expense,ANZ,Utilities
2025-10-23,2502.79,SALARY ATO PAYROLL,income,Bankwest,Income
2025-10-23,-259.6,TRANSPORT WA PERTH        PERTH,expense,ANZ,Uncategorized
2025-10-27,-300.0,RENT,expense,Bankwest,Housing
2025-10-27,-56.81,SEON & JEONG (WA)         VICTORIA PARK,expense,ANZ,Uncategorized
2025-10-27,-0.5,SEON & JEONG (WA)         VICTORIA PARK,expense,ANZ,Uncategorized
2025-10-27,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ,Insurance
2025-10-28,-19.06,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ,Dining Out
2025-10-29,-30.0,MCDONALDS PERTH AIR       PERTH AIRPORT,expense,ANZ,Dining Out
2025-10-29,-15.99,SPOTIFY P3BDB53F91        SYDNEY,expense,ANZ,Entertainment
2025-10-30,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-10-30,-238.27,SINGAPORE MARATHON        SINGAPORE  195.00  SGD 8.06 AUD,expense,ANZ,Uncategorized
2025-11-03,-300.0,RENT,expense,Bankwest,Housing
2025-11-03,-74.99,IINET LTD N               SYDNEY,expense,ANZ,Utilities
2025-11-03,-60.73,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-11-03,-194.58,KANPAI (AUS) P/L          VICTORIA PARK,expense,ANZ,Uncategorized
2025-11-03,-75.09,PAYPAL *UBEREATS A 4029357733 AUS,expense,Bankwest,Transport
2025-11-05,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-11-05,-16.45,KFC PINJARRA              PINJARRA,expense,ANZ,Dining Out
2025-11-05,-17.85,MCDONALDS VASSE           VASSE,expense,ANZ,Dining Out
2025-11-05,-66.68,BP BALDIVIS SB 7374       BALDIVIS,expense,ANZ,Groceries
2025-11-06,-61.15,AMPOL FORREST H 51001F    WEST PINJARRA,expense,ANZ,Transport
2025-11-06,2502.79,SALARY ATO PAYROLL,income,Bankwest,Income
2025-11-07,-6.8,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ,Dining Out
2025-11-07,-54.54,SQ *POPO LEE              1800595310,expense,ANZ,Uncategorized
2025-11-07,-3000.0,TO SELFWEALTH 09:54PM 06NOV,expense,Bankwest,Uncategorized
2025-11-10,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ,Insurance
2025-11-10,-16.0,LET'S EAT                 WEST PERTH,expense,ANZ,Uncategorized
2025-11-10,-23.9,LS ALFA OMEGA PTY LTD     WEST PERTH,expense,ANZ,Uncategorized
2025-11-10,-300.0,RENT,expense,Bankwest,Housing
2025-11-11,-68.05,7-ELEVEN 3096             DUNSBOROUGH,expense,ANZ,Uncategorized
2025-11-11,2215.0,PAYMENT - THANKYOU,income,ANZ,Income
2025-11-11,-11.12,WILD HOP BREWING CO       YALLINGUP,expense,ANZ,Uncategorized
2025-11-11,-55.59,WILD HOP BREWING CO       YALLINGUP,expense,ANZ,Uncategorized
2025-11-11,-21.22,WILD HOP BREWING CO       YALLINGUP,expense,ANZ,Uncategorized
2025-11-11,-2215.0,IB BPAY 975912385 TO ANZ CARDS 4564680414360148 AT 11:18AM,expense,Bankwest,Transfer
2025-11-12,-16.7,SQ *TOTALLY RENDANG       WEST PERTH,expense,ANZ,Uncategorized
2025-11-13,-32.64,AMPOL FORREST H 51001F    WEST PINJARRA,expense,ANZ,Transport
2025-11-13,-74.3,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-11-13,-83.93,PHARM777ROKEBYRD          SUBIACO,expense,ANZ,Uncategorized
2025-11-13,-9.5,SQ *PIETRO GELATERIA      EAST VICTORIA,expense,ANZ,Uncategorized
2025-11-13,-40.72,SQ *LUXURIOUS BARBER ON H WEST PERTH,expense,ANZ,Uncategorized
2025-11-14,-7.3,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ,Dining Out
2025-11-14,-13.18,U & I CAFE                NORTHBRIDGE,expense,ANZ,Dining Out
2025-11-14,-43.4,READING CINEMAS           SOUTH MELBOUR,expense,ANZ,Entertainment
2025-11-14,-14.21,WU TANG FRIED CHICKEN     KEWDALE,expense,ANZ,Uncategorized
2025-11-17,-62.4,GAMI CHICKEN              PERTH WA,expense,ANZ,Uncategorized
2025-11-17,-12.45,THE SHOREHOUSE PERTH      SWANBOURNE,expense,ANZ,Uncategorized
2025-11-17,-58.36,MONSTERA THAI KITCHE      CLOVERDALE,expense,ANZ,Dining Out
2025-11-17,-32.72,CHIM LAM PTY LTD          WINTHROP,expense,ANZ,Uncategorized
2025-11-17,-56.81,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-11-17,-10.15,MURRAY MEWS               PERTH,expense,ANZ,Uncategorized
2025-11-17,-16.26,FLIGHT CLUB               PERTH,expense,ANZ,Uncategorized
2025-11-17,-16.24,MURRAY MEWS               PERTH,expense,ANZ,Uncategorized
2025-11-17,-26.39,PLANET ROYALE             NORTHBRIDGE,expense,ANZ,Uncategorized
2025-11-17,-26.0,TO ALEX SLAIDINS 04:26PM 15NOV,expense,Bankwest,Uncategorized
2025-11-17,-300.0,RENT,expense,Bankwest,Housing
2025-11-18,-71.6,COLES 0297                DUNSBOROUGH,expense,ANZ,Groceries
2025-11-19,-48.15,BP BALDIVIS SB 7374       BALDIVIS,expense,ANZ,Groceries
2025-11-19,-18.0,MCD FWY SOUTH             BALDIVIS,expense,ANZ,Groceries
2025-11-20,2502.79,SALARY ATO PAYROLL,income,Bankwest,Income
2025-11-21,-58.95,REDDY EXPRESS  2138       VASSE,expense,ANZ,Transport
2025-11-24,-300.0,RENT,expense,Bankwest,Housing
2025-11-24,-17.85,MCDONALDS VASSE           VASSE,expense,ANZ,Dining Out
2025-11-24,-79.58,UME GLOBAL PTY LTD        WEST PERTH,expense,ANZ,Uncategorized
2025-11-24,-1.49,APPLE.COM/BILL            SYDNEY,expense,ANZ,Utilities
2025-11-24,22.0,ALEXANDER SLAIDIN 08:10PM 21NOV S&T,income,Bankwest,Income
2025-11-24,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-11-24,-22.86,SQ *POKETOPIA             NORTHBRIDGE,expense,ANZ,Uncategorized
2025-11-24,-26.2,SQ *PICABAR               PERTH,expense,ANZ,Uncategorized
2025-11-24,-44.46,S AND T THAI GOURMET CAFE PERTH,expense,ANZ,Dining Out
2025-11-24,-7.98,PRESOTEA NORTH BRIDGE     PERTH,expense,ANZ,Dining Out
2025-11-24,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ,Insurance
2025-11-24,-17.65,MCDONALDS KARAWARA        KARAWARA,expense,ANZ,Dining Out
2025-11-24,-161.76,GRABS RESTAURANT PTY L    MOUNT LAWLEY,expense,ANZ,Dining Out
2025-11-26,-8.0,WILSON PARKING AUSTRALIA  PERTH,expense,ANZ,Transport
2025-11-26,-15.2,GUZMAN Y GOMEZ SURRY HILLS AUS,expense,Bankwest,Dining Out
2025-11-26,-153.75,TC INTEGRITY PTY LTD      CLAREMONT,expense,ANZ,Uncategorized
2025-11-27,-17.17,NARAYANI (WA) P/L         WEST PERTH,expense,ANZ,Uncategorized
2025-11-27,-14.1,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ,Dining Out
2025-11-28,-6.4,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ,Dining Out
2025-11-28,-13.18,U & I CAFE                NORTHBRIDGE,expense,ANZ,Dining Out
2025-11-28,-592.92,TO WISE AUSTRALIA PTY LTD 03:12PM 28NOV,expense,Bankwest,Uncategorized
2025-11-28,-407.4,CROWN PERTH NOBU          BURSWOOD,expense,ANZ,Uncategorized
2025-12-01,-0.62,DIDIMOBILITY              SYDNEY,expense,ANZ,Uncategorized
2025-12-01,-14.71,SINGTEL PREPAID HI!ACC    SINGAPORE  12.00  SGD 0.50 AUD,expense,ANZ,Uncategorized
2025-12-01,-24.86,THEMELBOURNEHOTEL-F&B     PERTH,expense,ANZ,Uncategorized
2025-12-01,-69.1,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-12-01,-15.99,SPOTIFY                   SYDNEY,expense,ANZ,Entertainment
2025-12-01,-300.0,RENT,expense,Bankwest,Housing
2025-12-01,-160.02,TO PHONE L TSHOMO 09:47PM 28NOV,expense,Bankwest,Dining Out
2025-12-01,160.0,LEINGDRON TSHOMO TO PHONE 09:39PM 28NOV SEA FOOD,income,Bankwest,Income
2025-12-01,-26.02,DIDIMOBILITY              SYDNEY,expense,ANZ,Uncategorized
2025-12-02,0.62,DIDIMOBILITY              SYDNEY,income,ANZ,Income
2025-12-02,9.56,ATO ATO009000022383833,income,Bankwest,Income
2025-12-04,-74.99,IINET LTD N               SYDNEY,expense,ANZ,Utilities
2025-12-04,2502.79,SALARY ATO PAYROLL,income,Bankwest,Income
2025-12-08,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ,Insurance
2025-12-08,-300.0,RENT,expense,Bankwest,Housing
2025-12-10,-70.0,TO PHONE L TSHOMO 11:04AM 10DEC,expense,Bankwest,Dining Out
2025-12-11,-19.25,MCDONALDS JOLIMONT        JOLIMONT,expense,ANZ,Dining Out
2025-12-11,2320.0,PAYMENT - THANKYOU,income,ANZ,Income
2025-12-11,-2320.0,IB BPAY 983423004 TO ANZ CARDS 4564680414360148 AT 9:13AM,expense,Bankwest,Transfer
2025-12-12,-23.9,LS ALFA OMEGA PTY LTD     WEST PERTH,expense,ANZ,Uncategorized
2025-12-15,-300.0,RENT,expense,Bankwest,Housing
2025-12-15,-82.04,COLES 0297                DUNSBOROUGH,expense,ANZ,Groceries
2025-12-15,-15.45,KFC PINJARRA SOUTH        PINJARRA SOUT,expense,ANZ,Dining Out
2025-12-15,-13.39,DD *DOORDASH T4           MELBOURNE,expense,ANZ,Uncategorized
2025-12-15,-20.72,DD *DOORDASH HOODBURGE    MELBOURNE,expense,ANZ,Uncategorized
2025-12-15,-24.4,DD *DOORDASH QINSLANZH    MELBOURNE,expense,ANZ,Uncategorized
2025-12-15,-3.5,TRANSPERTH                PERTH,expense,ANZ,Uncategorized
2025-12-15,-19.06,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ,Dining Out
2025-12-15,-927.3,HONMAZ AUTOMOTIVE         OSBORNE PARK,expense,ANZ,Uncategorized
2025-12-15,-7.3,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ,Dining Out
2025-12-15,-65.58,REDDY EXPRESS 6913        PERTH WEST,expense,ANZ,Transport
2025-12-15,-12.18,C AND C CORP WA PTY       INNALOO,expense,ANZ,Uncategorized
2025-12-18,2502.79,SALARY ATO PAYROLL,income,Bankwest,Income
2025-12-18,-11.65,GFM*GOFUNDME SUPPORT THE  GOFUNDME.COM,expense,ANZ,Uncategorized
2025-12-18,-69.21,PETRO FUELS CARBUNUP      CARBUNUP RIVE,expense,ANZ,Transport
2025-12-19,-7.3,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ,Dining Out
2025-12-19,-18.0,MCDONALDS KWINANA FN      BALDIVIS,expense,ANZ,Groceries
2025-12-22,-13.17,VARSITY NORTHBRIDGE       NORTHBRIDGE,expense,ANZ,Dining Out
2025-12-22,-23.75,APRBS VICTORIA PARK PT    VICTORIA PARK,expense,ANZ,Uncategorized
2025-12-22,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ,Insurance
2025-12-22,-1.49,APPLE.COM/BILL            SYDNEY,expense,ANZ,Utilities
2025-12-22,-6.2,ARCHIE & MAX              DALKEITH,expense,ANZ,Uncategorized
2025-12-22,-87.0,COLES 0297                DUNSBOROUGH,expense,ANZ,Groceries
2025-12-22,-6.11,SQ *LULULALA PTY LTD      NORTHBRIDGE,expense,ANZ,Uncategorized
2025-12-22,-28.36,VARSITY NORTHBRIDGE       NORTHBRIDGE,expense,ANZ,Dining Out
2025-12-22,-300.0,RENT,expense,Bankwest,Housing
2025-12-23,-52.0,HANOZE PARK PTY LTD       PERTH,expense,ANZ,Dining Out
2025-12-24,-67.9,AMPOL FORREST H 51003F    WEST PINJARRA,expense,ANZ,Transport
2025-12-29,-66.46,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-12-29,-36.1,SELECTED ENTERPRISES      WEST PERTH,expense,ANZ,Uncategorized
2025-12-29,-7.67,BAKERSDELIGHT SUBIACO     SUBIACO,expense,ANZ,Uncategorized
2025-12-29,-59.99,THE SUBI LIQUOR STOR      SUBIACO,expense,ANZ,Uncategorized
2025-12-29,-36.11,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ,Groceries
2025-12-29,-128.0,SPECSAVERS                SYDNEY,expense,ANZ,Uncategorized
2025-12-29,-63.27,BP BALDIVIS NB7375        BALDIVIS,expense,ANZ,Groceries
2025-12-29,-300.0,RENT,expense,Bankwest,Housing
2025-12-29,-23.0,MCDONALDS KWINANA FN      BALDIVIS,expense,ANZ,Groceries
2025-12-30,-15.99,SPOTIFY                   SYDNEY,expense,ANZ,Entertainment
2025-12-31,2502.79,SALARY ATO PAYROLL,income,Bankwest,Income
2026-01-02,102.0,HBFCLAIM2 C27427663,income,Bankwest,Income
2026-01-02,-22.21,ZLR*ARARAT KEBABS         NEDLANDS,expense,ANZ,Dining Out
2026-01-02,-45.68,COLES 0297                DUNSBOROUGH,expense,ANZ,Groceries
2026-01-05,-89.95,SP SURFBOARDEMPIRE        CASURINA,expense,ANZ,Uncategorized
2026-01-05,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ,Insurance
2026-01-05,-87.04,ALIEXPRESS                NORTH SYDNEY,expense,ANZ,Online Shopping
2026-01-05,-74.99,IINET LTD N               SYDNEY,expense,ANZ,Utilities
2026-01-05,-300.0,RENT,expense,Bankwest,Housing
2026-01-05,200.0,STAND UP SURF SHOP PTY    NORTH FREMANT,income,ANZ,Income
2026-01-05,-14.55,KFC PINJARRA              PINJARRA,expense,ANZ,Dining Out
2026-01-05,-60.0,AMPOL FORREST H 51003F    WEST PINJARRA,expense,ANZ,Transport
2026-01-05,-2224.0,TO ANDREW MOONEY 09:33PM 02JAN 2 BOARDS FOR THE DREAM,expense,Bankwest,Uncategorized
2026-01-05,-649.0,SP FOILSPORT              MELBOURNE,expense,ANZ,Uncategorized
2026-01-06,-52.57,REDDY EXPRESS  2138       VASSE,expense,ANZ,Transport
